dr inż.,Bogumiła,Hnatkowska,Środa,17:05,20:35,,Zespołowe przedsięwzięcie inżynierskie,D2,107a,P
dr inż.,Bogumiła,Hnatkowska,Czwartek,9:15,11:00,,Software System Development,B4,448,W
dr inż.,Bogumiła,Hnatkowska,Czwartek,13:15,15:00,,Introduction Software Engineering,D1,29,W
dr inż.,Bogumiła,Hnatkowska,Czwartek,15:15,16:55,p,Introduction Software Engineering,D1,312a,C
dr inż.,Bogumiła,Hnatkowska,Czwartek,15:15,16:55,n,Introduction Software Engineering,D1,312a,C
dr inż.,Bogumiła,Hnatkowska,Niedziela,10:15,11:00,,Programowanie gier w Unity i C#,C7,201,W
dr inż.,Bogumiła,Hnatkowska,Niedziela,11:15,13:00,,Zaawansowane techniki programowania,D2,127c,L
dr inż.,Bogumiła,Hnatkowska,Niedziela,13:15,15:00,,Zaawansowane techniki programowania,D2,127c,L
dr inż.,Bogumiła,Hnatkowska,Niedziela,15:15,16:55,,Zaawansowane techniki programowania,D2,127c,L
dr inż.,Maciej,Hojda,Wtorek,11:15,13:00,,Systemy wspomagania decyzji,D2,127b,P
dr inż.,Maciej,Hojda,Wtorek,17:05,18:45,,Sztuczna inteligencja,B4,441,L
dr inż.,Maciej,Hojda,Wtorek,18:55,20:35,,Sztuczna inteligencja,B4,441,L
dr inż.,Maciej,Hojda,Środa,17:05,18:45,,Sztuczna inteligencja,B4,443,L
dr inż.,Maciej,Hojda,Środa,18:55,20:35,,Sztuczna inteligencja,B4,443,L
dr inż.,Maciej,Hojda,Czwartek,17:05,18:45,,Systemy wspomagania decyzji,D2,127b,P
dr inż.,Maciej,Hojda,Czwartek,18:55,20:35,,Systemy wspomagania decyzji,D2,127b,P
dr inz.,Maciej,Huk,Czwartek,15:15,16:55,,Architektura systemów komputerowych,D2,333c,L
dr inz.,Maciej,Huk,Czwartek,17:05,18:45,,Architektura systemów komputerowych,D2,333c,L
