D1,51.110412,17.058363
D2,51.109983,17.056894
C1,51.109150,17.060573
C2,51.108911,17.060979
C3,51.109002,17.059805
C5,51.109191,17.058940
C7,51.108970,17.058042
C16,51.109493,17.059414
C6,51.108403,17.060575
C13,51.107402,17.059805
A1,51.107368,17.062026
B1,51.107468,17.064542
B4,51.108050,17.065293
